,name,team,g,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,fpg,season,week
1,Brandin Cooks,NO,1,9,6,143,2,1,11,0,27.4,27.4,2016,1
2,Antonio Brown,PIT,1,11,8,126,2,0,0,0,24.6,24.6,2016,1
3,A.J. Green,CIN,1,13,12,180,1,0,0,0,24.0,24.0,2016,1
4,Willie Snead,NO,1,9,9,172,1,0,0,0,23.2,23.2,2016,1
5,Larry Fitzgerald,ARI,1,10,8,81,2,0,0,0,20.1,20.1,2016,1
6,Jordan Matthews,PHI,1,14,7,114,1,0,0,0,17.4,17.4,2016,1
7,Will Fuller,HOU,1,11,5,107,1,0,0,0,16.7,16.7,2016,1
8,Mike Wallace,BAL,1,6,3,91,1,1,11,0,16.2,16.2,2016,1
9,Mike Evans,TB,1,7,5,99,1,0,0,0,15.9,15.9,2016,1
10,Doug Baldwin,SEA,1,11,9,92,1,0,0,0,15.2,15.2,2016,1
11,Kelvin Benjamin,CAR,1,12,6,91,1,0,0,0,15.1,15.1,2016,1
12,Mohamed Sanu,ATL,1,8,5,80,1,0,0,0,14.0,14.0,2016,1
13,Amari Cooper,OAK,1,11,6,137,0,0,0,0,13.7,13.7,2016,1
14,Julio Jones,ATL,1,8,4,66,1,0,0,0,12.6,12.6,2016,1
15,Donte Moncrief,IND,1,7,6,64,1,0,0,0,12.4,12.4,2016,1
16,Jeremy Maclin,KC,1,7,5,63,1,1,-1,0,12.2,12.2,2016,1
17,Chris Hogan,NE,1,4,3,60,1,0,0,0,12.0,12.0,2016,1
18,Eli Rogers,PIT,1,7,6,59,1,0,0,0,11.9,11.9,2016,1
19,Nelson Agholor,PHI,1,5,4,57,1,0,0,0,11.7,11.7,2016,1
20,Eddie Royal,CHI,1,6,4,57,1,0,0,0,11.7,11.7,2016,1
21,Quincy Enunwa,NYJ,1,8,7,54,1,0,0,0,11.4,11.4,2016,1
22,DeAndre Hopkins,HOU,1,8,5,54,1,0,0,0,11.4,11.4,2016,1
23,Davante Adams,GB,1,7,3,50,1,0,0,0,11.0,11.0,2016,1
24,Alshon Jeffery,CHI,1,6,4,105,0,0,0,0,10.5,10.5,2016,1
25,Sterling Shepard,NYG,1,4,3,43,1,0,0,0,10.3,10.3,2016,1
26,Stefon Diggs,MIN,1,9,7,103,0,1,-1,0,10.2,10.2,2016,1
27,DeSean Jackson,WAS,1,10,6,102,0,0,0,0,10.2,10.2,2016,1
28,Eric Decker,NYJ,1,7,2,37,1,0,0,0,9.7,9.7,2016,1
29,Victor Cruz,NYG,1,4,4,34,1,0,0,0,9.4,9.4,2016,1
30,Phillip Dorsett,IND,1,6,4,94,0,0,0,0,9.4,9.4,2016,1
31,Jordy Nelson,GB,1,9,6,32,1,0,0,0,9.2,9.2,2016,1
32,Brandon LaFell,CIN,1,4,4,91,0,0,0,0,9.1,9.1,2016,1
33,Michael Crabtree,OAK,1,9,7,87,0,0,0,0,8.7,8.7,2016,1
34,Marvin Jones,DET,1,10,4,85,0,0,0,0,8.5,8.5,2016,1
35,Julian Edelman,NE,1,7,7,66,0,3,16,0,8.2,8.2,2016,1
36,T.Y. Hilton,IND,1,12,6,79,0,0,0,0,7.9,7.9,2016,1
37,Seth Roberts,OAK,1,4,2,19,1,0,0,0,7.9,7.9,2016,1
38,Tajae Sharpe,TEN,1,11,7,76,0,0,0,0,7.6,7.6,2016,1
39,Allen Hurns,JAC,1,5,4,75,0,0,0,0,7.5,7.5,2016,1
40,Odell Beckham Jr.,NYG,1,8,4,73,0,0,0,0,7.3,7.3,2016,1
41,Allen Robinson,JAC,1,15,6,72,0,0,0,0,7.2,7.2,2016,1
42,Tyrell Williams,SD,1,5,2,71,0,0,0,0,7.1,7.1,2016,1
43,Corey Coleman,CLE,1,5,2,69,0,0,0,0,6.9,6.9,2016,1
44,Tyreek Hill,KC,1,1,1,9,1,0,0,0,6.9,6.9,2016,1
45,Randall Cobb,GB,1,8,6,57,0,3,11,0,6.8,6.8,2016,1
46,Terrelle Pryor,CLE,1,7,3,68,0,0,0,0,6.8,6.8,2016,1
47,Kenny Britt,LAR,1,6,4,67,0,0,0,0,6.7,6.7,2016,1
48,Cole Beasley,DAL,1,12,8,65,0,0,0,0,6.5,6.5,2016,1
49,Keenan Allen,SD,1,7,6,63,0,0,0,0,6.3,6.3,2016,1
50,Michael Floyd,ARI,1,7,3,61,0,0,0,0,6.1,6.1,2016,1
1,Stefon Diggs,MIN,1,11,9,182,1,0,0,0,24.2,24.2,2016,2
2,Travis Benjamin,SD,1,6,6,115,2,1,-1,0,23.4,23.4,2016,2
3,Kelvin Benjamin,CAR,1,9,7,108,2,0,0,0,22.8,22.8,2016,2
4,Corey Coleman,CLE,1,8,5,104,2,0,0,0,22.4,22.4,2016,2
5,Eric Decker,NYJ,1,8,6,126,1,0,0,0,18.6,18.6,2016,2
6,DeAndre Hopkins,HOU,1,11,7,113,1,0,0,0,17.3,17.3,2016,2
7,Marquise Goodwin,BUF,1,5,2,112,1,0,0,0,17.2,17.2,2016,2
8,Danny Amendola,NE,1,4,4,50,2,0,0,0,17.0,17.0,2016,2
9,Julio Jones,ATL,1,5,5,106,1,0,0,0,16.6,16.6,2016,2
10,Mike Wallace,BAL,1,6,4,41,2,0,0,0,16.1,16.1,2016,2
11,Greg Salas,BUF,1,5,4,89,1,0,0,0,14.9,14.9,2016,2
12,Larry Fitzgerald,ARI,1,11,6,81,1,0,0,0,14.1,14.1,2016,2
13,Jaron Brown,ARI,1,2,2,78,1,0,0,0,13.8,13.8,2016,2
14,Jarvis Landry,MIA,1,13,10,137,0,0,0,0,13.7,13.7,2016,2
15,Jordy Nelson,GB,1,11,5,73,1,0,0,0,13.3,13.3,2016,2
16,Mike Evans,TB,1,17,6,70,1,0,0,0,13.0,13.0,2016,2
17,Tyrell Williams,SD,1,6,3,61,1,0,0,0,12.1,12.1,2016,2
18,Marvin Jones,DET,1,11,8,118,0,0,0,0,11.8,11.8,2016,2
19,Sterling Shepard,NYG,1,8,8,117,0,0,0,0,11.7,11.7,2016,2
20,Torrey Smith,SF,1,10,3,55,1,0,0,0,11.5,11.5,2016,2
21,Willie Snead,NO,1,8,5,54,1,0,0,0,11.4,11.4,2016,2
22,Anquan Boldin,DET,1,7,4,48,1,0,0,0,10.8,10.8,2016,2
23,DeVante Parker,MIA,1,13,8,106,0,0,0,0,10.6,10.6,2016,2
24,Will Fuller,HOU,1,7,4,104,0,0,0,0,10.4,10.4,2016,2
25,Sammie Coates,PIT,1,5,2,97,0,1,6,0,10.3,10.3,2016,2
26,Dez Bryant,DAL,1,12,7,102,0,0,0,0,10.2,10.2,2016,2
27,Brandon Marshall,NYJ,1,9,6,101,0,0,0,0,10.1,10.1,2016,2
28,Jamison Crowder,WAS,1,8,6,39,1,0,0,0,9.9,9.9,2016,2
29,Tyler Lockett,SEA,1,4,4,99,0,0,0,0,9.9,9.9,2016,2
30,Kenny Stills,MIA,1,4,2,39,1,0,0,0,9.9,9.9,2016,2
31,Alshon Jeffery,CHI,1,7,5,96,0,0,0,0,9.6,9.6,2016,2
32,Kenny Britt,LAR,1,10,6,94,0,0,0,0,9.4,9.4,2016,2
33,Quincy Enunwa,NYJ,1,6,6,92,0,0,0,0,9.2,9.2,2016,2
34,Michael Crabtree,OAK,1,5,4,31,1,0,0,0,9.1,9.1,2016,2
35,Victor Cruz,NYG,1,8,4,91,0,0,0,0,9.1,9.1,2016,2
36,Demaryius Thomas,DEN,1,7,5,90,0,0,0,0,9.0,9.0,2016,2
37,Odell Beckham Jr.,NYG,1,11,8,86,0,0,0,0,8.6,8.6,2016,2
38,Devin Funchess,CAR,1,4,2,19,1,0,0,0,7.9,7.9,2016,2
39,Tyler Boyd,CIN,1,8,6,78,0,0,0,0,7.8,7.8,2016,2
40,Julian Edelman,NE,1,11,7,76,0,0,0,0,7.6,7.6,2016,2
41,Cole Beasley,DAL,1,6,5,75,0,0,0,0,7.5,7.5,2016,2
42,Marqise Lee,JAC,1,7,5,75,0,0,0,0,7.5,7.5,2016,2
43,Amari Cooper,OAK,1,9,5,71,0,0,0,0,7.1,7.1,2016,2
44,Jordan Matthews,PHI,1,9,6,71,0,0,0,0,7.1,7.1,2016,2
45,Andre Johnson,TEN,1,2,1,9,1,0,0,0,6.9,6.9,2016,2
46,Brandin Cooks,NO,1,9,7,68,0,0,0,0,6.8,6.8,2016,2
47,Michael Floyd,ARI,1,6,2,8,1,0,0,0,6.8,6.8,2016,2
48,Justin Hardy,ATL,1,3,1,8,1,0,0,0,6.8,6.8,2016,2
49,Jeremy Maclin,KC,1,15,6,68,0,0,0,0,6.8,6.8,2016,2
50,Adam Humphries,TB,1,8,6,67,0,0,0,0,6.7,6.7,2016,2
1,Marvin Jones,DET,1,8,6,205,2,0,0,0,32.5,32.5,2016,3
2,Emmanuel Sanders,DEN,1,13,9,117,2,0,0,0,23.7,23.7,2016,3
3,T.Y. Hilton,IND,1,11,8,174,1,0,0,0,23.4,23.4,2016,3
4,Terrelle Pryor,CLE,1,14,8,144,0,4,21,1,22.5,22.5,2016,3
5,Jordy Nelson,GB,1,7,6,101,2,0,0,0,22.1,22.1,2016,3
6,Doug Baldwin,SEA,1,10,8,164,1,1,-4,0,22.0,22.0,2016,3
7,Jarvis Landry,MIA,1,12,7,120,1,2,16,0,19.6,19.6,2016,3
8,Mike Evans,TB,1,13,10,132,1,0,0,0,19.2,19.2,2016,3
9,Allen Robinson,JAC,1,11,7,57,2,0,0,0,17.7,17.7,2016,3
10,Tavon Austin,LAR,1,8,5,82,1,2,22,0,16.4,16.4,2016,3
11,Demaryius Thomas,DEN,1,7,6,100,1,0,0,0,16.0,16.0,2016,3
12,DeSean Jackson,WAS,1,8,5,96,1,0,0,0,15.6,15.6,2016,3
13,Antonio Brown,PIT,1,18,12,140,0,0,0,0,14.0,14.0,2016,3
14,Jamison Crowder,WAS,1,7,4,78,1,0,0,0,13.8,13.8,2016,3
15,Sterling Shepard,NYG,1,7,5,73,1,0,0,0,13.3,13.3,2016,3
16,Michael Thomas,NO,1,11,7,71,1,0,0,0,13.1,13.1,2016,3
17,Odell Beckham Jr.,NYG,1,11,7,121,0,0,0,0,12.1,12.1,2016,3
18,Brian Quick,LAR,1,2,2,53,1,0,0,0,11.3,11.3,2016,3
19,DeVante Parker,MIA,1,6,3,51,1,0,0,0,11.1,11.1,2016,3
20,Michael Crabtree,OAK,1,11,8,102,0,0,0,0,10.2,10.2,2016,3
21,Dez Bryant,DAL,1,6,3,40,1,0,0,0,10.0,10.0,2016,3
22,Adam Humphries,TB,1,12,9,100,0,0,0,0,10.0,10.0,2016,3
23,Terrance Williams,DAL,1,4,4,88,0,0,0,0,8.8,8.8,2016,3
24,Seth Roberts,OAK,1,6,2,27,1,0,0,0,8.7,8.7,2016,3
25,Steve Smith,BAL,1,11,8,87,0,0,0,0,8.7,8.7,2016,3
26,Justin Hardy,ATL,1,2,2,26,1,0,0,0,8.6,8.6,2016,3
27,Davante Adams,GB,1,2,2,23,1,0,0,0,8.3,8.3,2016,3
28,Travis Benjamin,SD,1,7,4,82,0,0,0,0,8.2,8.2,2016,3
29,Anquan Boldin,DET,1,6,4,22,1,0,0,0,8.2,8.2,2016,3
30,Jordan Matthews,PHI,1,3,2,19,1,0,0,0,7.9,7.9,2016,3
31,Brandon Coleman,NO,1,8,7,78,0,0,0,0,7.8,7.8,2016,3
32,A.J. Green,CIN,1,11,8,77,0,0,0,0,7.7,7.7,2016,3
33,Kenny Stills,MIA,1,8,5,76,0,0,0,0,7.6,7.6,2016,3
34,Cole Beasley,DAL,1,7,7,73,0,0,0,0,7.3,7.3,2016,3
35,John Brown,ARI,1,11,6,70,0,0,0,0,7.0,7.0,2016,3
36,Victor Cruz,NYG,1,3,3,70,0,0,0,0,7.0,7.0,2016,3
37,Alshon Jeffery,CHI,1,7,5,70,0,0,0,0,7.0,7.0,2016,3
38,Tyrell Williams,SD,1,9,6,69,0,0,0,0,6.9,6.9,2016,3
39,Ted Ginn Jr.,CAR,1,7,3,62,0,2,5,0,6.7,6.7,2016,3
40,Michael Floyd,ARI,1,11,4,65,0,0,0,0,6.5,6.5,2016,3
41,Amari Cooper,OAK,1,9,4,62,0,0,0,0,6.2,6.2,2016,3
42,Kevin White,CHI,1,14,6,62,0,0,0,0,6.2,6.2,2016,3
43,Larry Fitzgerald,ARI,1,12,7,60,0,0,0,0,6.0,6.0,2016,3
44,Pierre Garcon,WAS,1,7,5,59,0,0,0,0,5.9,5.9,2016,3
45,Philly Brown,CAR,1,5,4,57,0,0,0,0,5.7,5.7,2016,3
46,DeAndre Hopkins,HOU,1,8,4,56,0,0,0,0,5.6,5.6,2016,3
47,Julian Edelman,NE,1,6,4,38,0,3,14,0,5.2,5.2,2016,3
48,Robert Woods,BUF,1,8,6,51,0,0,0,0,5.1,5.1,2016,3
49,Sammie Coates,PIT,1,4,3,50,0,0,0,0,5.0,5.0,2016,3
50,Jaron Brown,ARI,1,6,3,49,0,0,0,0,4.9,4.9,2016,3
1,Julio Jones,ATL,1,15,12,300,1,0,0,0,36.0,36.0,2016,4
2,Michael Crabtree,OAK,1,12,7,88,3,0,0,0,26.8,26.8,2016,4
3,A.J. Green,CIN,1,12,10,173,1,0,0,0,23.3,23.3,2016,4
4,Brian Quick,LAR,1,6,2,69,2,0,0,0,18.9,18.9,2016,4
5,Antonio Brown,PIT,1,5,4,64,2,0,0,0,18.4,18.4,2016,4
6,Dontrelle Inman,SD,1,11,7,120,1,0,0,0,18.0,18.0,2016,4
7,Eddie Royal,CHI,1,7,7,111,1,0,0,0,17.1,17.1,2016,4
8,Steve Smith,BAL,1,11,8,111,1,0,0,0,17.1,17.1,2016,4
9,Demaryius Thomas,DEN,1,7,6,94,1,0,0,0,15.4,15.4,2016,4
10,Brandon Marshall,NYJ,1,12,4,89,1,0,0,0,14.9,14.9,2016,4
11,Jeremy Kerley,SF,1,9,6,88,1,0,0,0,14.8,14.8,2016,4
12,Emmanuel Sanders,DEN,1,13,8,88,1,0,0,0,14.8,14.8,2016,4
13,John Brown,ARI,1,16,10,144,0,0,0,0,14.4,14.4,2016,4
14,Will Fuller,HOU,1,9,7,81,1,0,0,0,14.1,14.1,2016,4
15,Kenny Stills,MIA,1,3,1,74,1,0,0,0,13.4,13.4,2016,4
16,Phillip Dorsett,IND,1,3,1,64,1,1,3,0,12.7,12.7,2016,4
17,Allen Robinson,JAC,1,10,5,55,1,0,0,0,11.5,11.5,2016,4
18,Philly Brown,CAR,1,7,5,48,1,0,0,0,10.8,10.8,2016,4
19,Aldrick Robinson,ATL,1,3,2,48,1,0,0,0,10.8,10.8,2016,4
20,Allen Hurns,JAC,1,4,2,47,1,0,0,0,10.7,10.7,2016,4
21,Michael Thomas,NO,1,9,4,44,1,0,0,0,10.4,10.4,2016,4
22,Terrance Williams,DAL,1,6,4,44,1,0,0,0,10.4,10.4,2016,4
23,T.Y. Hilton,IND,1,10,7,42,1,0,0,0,10.2,10.2,2016,4
24,Tanner McEvoy,SEA,1,1,1,42,1,0,0,0,10.2,10.2,2016,4
25,Brice Butler,DAL,1,9,5,41,1,0,0,0,10.1,10.1,2016,4
26,Terrelle Pryor,CLE,1,9,5,46,1,1,-6,0,10.0,10.0,2016,4
27,Kelvin Benjamin,CAR,1,7,3,39,1,0,0,0,9.9,9.9,2016,4
28,Michael Floyd,ARI,1,7,3,36,1,0,0,0,9.6,9.6,2016,4
29,Darrius Heyward-Bey,PIT,1,1,1,31,1,0,0,0,9.1,9.1,2016,4
30,Markus Wheaton,PIT,1,1,1,30,1,0,0,0,9.0,9.0,2016,4
31,Robert Woods,BUF,1,10,7,89,0,0,0,0,8.9,8.9,2016,4
32,Kenny Britt,LAR,1,4,4,82,0,0,0,0,8.2,8.2,2016,4
33,Tyreek Hill,KC,1,7,5,24,1,1,-2,0,8.2,8.2,2016,4
34,Rishard Matthews,TEN,1,2,2,82,0,0,0,0,8.2,8.2,2016,4
35,Sammie Coates,PIT,1,8,6,79,0,1,-1,0,7.8,7.8,2016,4
36,Jeremy Maclin,KC,1,8,5,78,0,0,0,0,7.8,7.8,2016,4
37,Marvin Jones,DET,1,7,5,74,0,0,0,0,7.4,7.4,2016,4
38,Cole Beasley,DAL,1,4,3,66,0,1,7,0,7.3,7.3,2016,4
39,Seth Roberts,OAK,1,3,3,12,1,0,0,0,7.2,7.2,2016,4
40,Chris Conley,KC,1,7,6,70,0,0,0,0,7.0,7.0,2016,4
41,Charles Johnson,MIN,1,4,2,70,0,0,0,0,7.0,7.0,2016,4
42,Larry Fitzgerald,ARI,1,7,5,62,0,1,1,0,6.3,6.3,2016,4
43,Jarvis Landry,MIA,1,10,7,61,0,0,0,0,6.1,6.1,2016,4
44,Quincy Enunwa,NYJ,1,7,6,60,0,0,0,0,6.0,6.0,2016,4
45,Mike Evans,TB,1,11,5,59,0,0,0,0,5.9,5.9,2016,4
46,Devin Funchess,CAR,1,3,2,56,0,0,0,0,5.6,5.6,2016,4
47,Kevin White,CHI,1,9,6,55,0,0,0,0,5.5,5.5,2016,4
48,Doug Baldwin,SEA,1,4,4,54,0,0,0,0,5.4,5.4,2016,4
49,Albert Wilson,KC,1,8,5,52,0,0,0,0,5.2,5.2,2016,4
50,Victor Cruz,NYG,1,9,5,50,0,0,0,0,5.0,5.0,2016,4
1,Sammie Coates,PIT,1,11,6,139,2,0,0,0,25.9,25.9,2016,5
2,T.Y. Hilton,IND,1,11,10,171,1,0,0,0,23.1,23.1,2016,5
3,Larry Fitzgerald,ARI,1,8,6,81,2,0,0,0,20.1,20.1,2016,5
4,Amari Cooper,OAK,1,12,6,138,1,0,0,0,19.8,19.8,2016,5
5,Cameron Meredith,CHI,1,12,9,130,1,1,6,0,19.6,19.6,2016,5
6,Brandon LaFell,CIN,1,11,8,68,2,0,0,0,18.8,18.8,2016,5
7,Adam Thielen,MIN,1,8,7,127,1,0,0,0,18.7,18.7,2016,5
8,Tyrell Williams,SD,1,6,5,117,1,0,0,0,17.7,17.7,2016,5
9,Brandon Marshall,NYJ,1,15,8,114,1,0,0,0,17.4,17.4,2016,5
10,Jeremy Kerley,SF,1,13,8,102,1,0,0,0,16.2,16.2,2016,5
11,Mike Evans,TB,1,12,6,89,1,0,0,0,14.9,14.9,2016,5
12,Davante Adams,GB,1,8,5,85,1,0,0,0,14.5,14.5,2016,5
13,Antonio Brown,PIT,1,11,9,78,1,0,0,0,13.8,13.8,2016,5
14,Travis Benjamin,SD,1,11,7,117,0,0,0,0,11.7,11.7,2016,5
15,Odell Beckham Jr.,NYG,1,12,5,56,1,0,0,0,11.6,11.6,2016,5
16,Pierre Garcon,WAS,1,7,5,56,1,0,0,0,11.6,11.6,2016,5
17,Andrew Hawkins,CLE,1,7,4,56,1,0,0,0,11.6,11.6,2016,5
18,Chris Hogan,NE,1,5,4,114,0,1,2,0,11.6,11.6,2016,5
19,DeAndre Hopkins,HOU,1,9,5,56,1,0,0,0,11.6,11.6,2016,5
20,Cole Beasley,DAL,1,4,4,53,1,0,0,0,11.3,11.3,2016,5
21,Demaryius Thomas,DEN,1,7,5,49,1,0,0,0,10.9,10.9,2016,5
22,Randall Cobb,GB,1,11,9,108,0,1,0,0,10.8,10.8,2016,5
23,Michael Crabtree,OAK,1,7,3,47,1,0,0,0,10.7,10.7,2016,5
24,Cordarrelle Patterson,MIN,1,6,4,39,1,1,7,0,10.6,10.6,2016,5
25,Jordy Nelson,GB,1,13,4,38,1,0,0,0,9.8,9.8,2016,5
26,Marvin Jones,DET,1,5,4,37,1,0,0,0,9.7,9.7,2016,5
27,Rishard Matthews,TEN,1,4,4,32,1,0,0,0,9.2,9.2,2016,5
28,Tavon Austin,LAR,1,10,7,59,0,3,26,0,8.5,8.5,2016,5
29,Emmanuel Sanders,DEN,1,9,7,80,0,0,0,0,8.0,8.0,2016,5
30,Alshon Jeffery,CHI,1,6,5,77,0,0,0,0,7.7,7.7,2016,5
31,Kenny Britt,LAR,1,6,5,75,0,0,0,0,7.5,7.5,2016,5
32,Josh Huff,PHI,1,3,3,5,1,2,10,0,7.5,7.5,2016,5
33,Marquise Goodwin,BUF,1,6,2,13,1,0,0,0,7.3,7.3,2016,5
34,Andre Johnson,TEN,1,4,2,13,1,0,0,0,7.3,7.3,2016,5
35,Kelvin Benjamin,CAR,1,9,5,70,0,0,0,0,7.0,7.0,2016,5
36,DeVante Parker,MIA,1,3,2,70,0,0,0,0,7.0,7.0,2016,5
37,Terrance Williams,DAL,1,5,5,70,0,0,0,0,7.0,7.0,2016,5
38,Jordan Matthews,PHI,1,4,4,65,0,0,0,0,6.5,6.5,2016,5
39,Justin Hunter,BUF,1,1,1,4,1,0,0,0,6.4,6.4,2016,5
40,Mike Wallace,BAL,1,11,7,63,0,0,0,0,6.3,6.3,2016,5
41,Quincy Enunwa,NYJ,1,7,4,51,0,0,0,0,5.1,5.1,2016,5
42,Terrelle Pryor,CLE,1,6,5,48,0,2,3,0,5.1,5.1,2016,5
43,Brian Quick,LAR,1,4,3,51,0,0,0,0,5.1,5.1,2016,5
44,A.J. Green,CIN,1,8,4,50,0,0,0,0,5.0,5.0,2016,5
45,Anquan Boldin,DET,1,4,4,48,0,0,0,0,4.8,4.8,2016,5
46,Golden Tate,DET,1,5,3,39,0,3,6,0,4.5,4.5,2016,5
47,Dorial Green-Beckham,PHI,1,4,3,43,0,0,0,0,4.3,4.3,2016,5
48,Eddie Royal,CHI,1,9,7,43,0,0,0,0,4.3,4.3,2016,5
49,Mohamed Sanu,ATL,1,6,3,43,0,0,0,0,4.3,4.3,2016,5
50,Jaelen Strong,HOU,1,9,5,39,0,0,0,0,3.9,3.9,2016,5
1,Odell Beckham Jr.,NYG,1,10,8,222,2,0,0,0,34.2,34.2,2016,6
2,Kenny Britt,LAR,1,8,7,136,2,0,0,0,25.6,25.6,2016,6
3,Brandin Cooks,NO,1,9,7,173,1,1,2,0,23.5,23.5,2016,6
4,Golden Tate,DET,1,10,8,165,1,1,3,0,22.8,22.8,2016,6
5,Julio Jones,ATL,1,9,7,139,1,0,0,0,19.9,19.9,2016,6
6,Terrelle Pryor,CLE,1,13,9,75,2,1,3,0,19.8,19.8,2016,6
7,Kendall Wright,TEN,1,9,8,133,1,0,0,0,19.3,19.3,2016,6
8,Cole Beasley,DAL,1,6,6,58,2,0,0,0,17.8,17.8,2016,6
9,Michael Thomas,NO,1,5,5,78,1,0,0,0,13.8,13.8,2016,6
10,Torrey Smith,SF,1,7,3,76,1,0,0,0,13.6,13.6,2016,6
11,Rishard Matthews,TEN,1,3,3,70,1,0,0,0,13.0,13.0,2016,6
12,Amari Cooper,OAK,1,13,10,129,0,0,0,0,12.9,12.9,2016,6
13,Anquan Boldin,DET,1,9,8,60,1,0,0,0,12.0,12.0,2016,6
14,Darrius Heyward-Bey,PIT,1,2,0,0,0,1,60,1,12.0,12.0,2016,6
15,Randall Cobb,GB,1,11,7,53,1,0,0,0,11.3,11.3,2016,6
16,Cameron Meredith,CHI,1,15,11,113,0,0,0,0,11.3,11.3,2016,6
17,Arrelious Benn,JAC,1,1,1,51,1,0,0,0,11.1,11.1,2016,6
18,Robert Woods,BUF,1,6,5,44,1,1,6,0,11.0,11.0,2016,6
19,Mohamed Sanu,ATL,1,10,5,47,1,0,0,0,10.7,10.7,2016,6
20,Jamison Crowder,WAS,1,4,3,52,1,1,-9,0,10.3,10.3,2016,6
21,Mike Wallace,BAL,1,9,4,97,0,0,0,0,9.7,9.7,2016,6
22,Cobi Hamilton,PIT,1,2,2,36,1,0,0,0,9.6,9.6,2016,6
23,Alshon Jeffery,CHI,1,13,7,93,0,0,0,0,9.3,9.3,2016,6
24,Jarvis Landry,MIA,1,9,7,91,0,0,0,0,9.1,9.1,2016,6
25,Justin Hunter,BUF,1,2,1,30,1,0,0,0,9.0,9.0,2016,6
26,Devin Funchess,CAR,1,6,2,28,1,0,0,0,8.8,8.8,2016,6
27,A.J. Green,CIN,1,10,6,88,0,0,0,0,8.8,8.8,2016,6
28,Kelvin Benjamin,CAR,1,14,8,86,0,0,0,0,8.6,8.6,2016,6
29,Roger Lewis,NYG,1,3,1,24,1,0,0,0,8.4,8.4,2016,6
30,Michael Floyd,ARI,1,2,2,22,1,0,0,0,8.2,8.2,2016,6
31,Bennie Fowler,DEN,1,7,3,22,1,0,0,0,8.2,8.2,2016,6
32,Brice Butler,DAL,1,3,1,20,1,0,0,0,8.0,8.0,2016,6
33,Tyler Boyd,CIN,1,5,4,79,0,0,0,0,7.9,7.9,2016,6
34,Pierre Garcon,WAS,1,11,6,77,0,0,0,0,7.7,7.7,2016,6
35,Jordan Matthews,PHI,1,7,3,75,0,0,0,0,7.5,7.5,2016,6
36,Terrance Williams,DAL,1,5,4,75,0,0,0,0,7.5,7.5,2016,6
37,Allen Hurns,JAC,1,11,5,74,0,0,0,0,7.4,7.4,2016,6
38,Marvin Jones,DET,1,6,2,10,1,1,3,0,7.3,7.3,2016,6
39,Brandon LaFell,CIN,1,5,2,13,1,0,0,0,7.3,7.3,2016,6
40,Andre Roberts,DET,1,2,2,13,1,0,0,0,7.3,7.3,2016,6
41,Andre Holmes,OAK,1,2,2,11,1,0,0,0,7.1,7.1,2016,6
42,DeAndre Hopkins,HOU,1,15,9,71,0,0,0,0,7.1,7.1,2016,6
43,Brandon Marshall,NYJ,1,6,3,70,0,0,0,0,7.0,7.0,2016,6
44,Jordy Nelson,GB,1,7,5,68,0,0,0,0,6.8,6.8,2016,6
45,Ricardo Louis,CLE,1,9,5,65,0,0,0,0,6.5,6.5,2016,6
46,Kamar Aiken,BAL,1,6,4,64,0,0,0,0,6.4,6.4,2016,6
47,Chester Rogers,IND,1,4,4,63,0,0,0,0,6.3,6.3,2016,6
48,Marqise Lee,JAC,1,6,6,61,0,0,0,0,6.1,6.1,2016,6
49,Brian Quick,LAR,1,5,5,61,0,0,0,0,6.1,6.1,2016,6
50,Lucky Whitehead,DAL,1,1,1,35,0,1,26,0,6.1,6.1,2016,6
1,Davante Adams,GB,1,16,13,132,2,0,0,0,25.2,25.2,2016,7
2,A.J. Green,CIN,1,8,8,169,1,0,0,0,22.9,22.9,2016,7
3,Mike Evans,TB,1,13,8,96,2,0,0,0,21.6,21.6,2016,7
4,T.Y. Hilton,IND,1,12,7,133,1,0,0,0,19.3,19.3,2016,7
5,Randall Cobb,GB,1,15,11,95,1,5,21,0,17.6,17.6,2016,7
6,Julio Jones,ATL,1,15,9,174,0,0,0,0,17.4,17.4,2016,7
7,Kenny Stills,MIA,1,8,5,100,1,0,0,0,16.0,16.0,2016,7
8,Michael Crabtree,OAK,1,11,8,96,1,0,0,0,15.6,15.6,2016,7
9,Marquise Goodwin,BUF,1,7,4,93,1,0,0,0,15.3,15.3,2016,7
10,Brandon LaFell,CIN,1,5,4,83,1,0,0,0,14.3,14.3,2016,7
11,Tyrell Williams,SD,1,10,7,140,0,0,0,0,14.0,14.0,2016,7
12,Russell Shepard,TB,1,6,5,77,1,0,0,0,13.7,13.7,2016,7
13,Quincy Enunwa,NYJ,1,4,2,73,1,0,0,0,13.3,13.3,2016,7
14,Michael Thomas,NO,1,13,10,130,0,0,0,0,13.0,13.0,2016,7
15,Tavon Austin,LAR,1,15,10,57,1,1,10,0,12.7,12.7,2016,7
16,Cordarrelle Patterson,MIN,1,7,7,67,1,0,0,0,12.7,12.7,2016,7
17,Tyreek Hill,KC,1,1,1,38,1,2,23,0,12.1,12.1,2016,7
18,Mike Wallace,BAL,1,13,10,120,0,0,0,0,12.0,12.0,2016,7
19,Antonio Brown,PIT,1,11,7,106,0,1,13,0,11.9,11.9,2016,7
20,Brandin Cooks,NO,1,9,7,58,1,0,0,0,11.8,11.8,2016,7
