,name,team,g,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week
40,Eddie Lacy,SEA,1,6,20,0,1,1,14,0,3.4,3.4,2017,9
41,Charcandrick West,KC,1,1,3,0,6,5,30,0,3.3,3.3,2017,9
42,Chris Thompson,WAS,1,4,20,0,6,4,11,0,3.1,3.1,2017,9
43,Devontae Booker,DEN,1,6,21,0,3,2,9,0,3.0,3.0,2017,9
44,Marlon Mack,IND,1,9,29,0,0,0,0,0,2.9,2.9,2017,9
45,J.D. McKissic,SEA,1,3,12,0,3,2,14,0,2.6,2.6,2017,9
46,LeSean McCoy,BUF,1,12,25,0,1,0,0,0,2.5,2.5,2017,9
47,Wendell Smallwood,PHI,1,5,25,0,0,0,0,0,2.5,2.5,2017,9
48,Jamaal Charles,DEN,1,4,1,0,4,4,23,0,2.4,2.4,2017,9
49,Jonathan Stewart,CAR,1,11,21,0,0,0,0,0,2.1,2.1,2017,9
50,Matt Breida,SF,1,1,1,0,4,2,18,0,1.9,1.9,2017,9
1,Mark Ingram,NO,1,21,131,3,0,0,0,0,31.1,31.1,2017,10
2,DeMarco Murray,TEN,1,14,42,2,4,4,30,1,25.2,25.2,2017,10
3,Austin Ekeler,LAC,1,10,42,0,5,5,77,2,23.9,23.9,2017,10
4,Alvin Kamara,NO,1,12,106,1,5,5,32,0,19.8,19.8,2017,10
5,Christian McCaffrey,CAR,1,5,23,1,7,3,27,1,17.0,17.0,2017,10
6,Isaiah Crowell,CLE,1,16,90,1,2,1,5,0,15.5,15.5,2017,10
7,Kenyan Drake,MIA,1,7,82,1,2,2,10,0,15.2,15.2,2017,10
8,Tevin Coleman,ATL,1,20,83,1,1,1,5,0,14.8,14.8,2017,10
9,Todd Gurley,LAR,1,11,68,0,7,6,68,0,13.6,13.6,2017,10
10,Cameron Artis-Payne,CAR,1,7,68,1,0,0,0,0,12.8,12.8,2017,10
11,Ty Montgomery,GB,1,6,54,1,2,2,14,0,12.8,12.8,2017,10
12,Latavius Murray,MIN,1,17,68,1,0,0,0,0,12.8,12.8,2017,10
13,Rex Burkhead,NE,1,10,36,0,3,3,27,1,12.3,12.3,2017,10
14,Matt Breida,SF,1,9,55,1,2,1,3,0,11.8,11.8,2017,10
15,Corey Grant,JAC,1,1,56,1,0,0,0,0,11.6,11.6,2017,10
16,Ameer Abdullah,DET,1,11,52,1,2,1,3,0,11.5,11.5,2017,10
17,Dion Lewis,NE,1,14,55,1,0,0,0,0,11.5,11.5,2017,10
18,Le'Veon Bell,PIT,1,26,80,0,6,5,32,0,11.2,11.2,2017,10
19,Jonathan Stewart,CAR,1,17,110,0,0,0,0,0,11.0,11.0,2017,10
20,Trey Edmunds,NO,1,9,48,1,0,0,0,0,10.8,10.8,2017,10
21,Theo Riddick,DET,1,4,35,0,3,3,12,1,10.7,10.7,2017,10
22,Carlos Hyde,SF,1,17,98,0,3,2,6,0,10.4,10.4,2017,10
23,Joe Mixon,CIN,1,9,37,1,3,1,3,0,10.0,10.0,2017,10
24,Andre Ellington,ARI,1,2,4,1,6,3,26,0,9.0,9.0,2017,10
25,Charles Sims,TB,1,3,20,0,4,3,10,1,9.0,9.0,2017,10
26,Orleans Darkwa,NYG,1,14,70,0,2,2,18,0,8.8,8.8,2017,10
27,Duke Johnson,CLE,1,10,54,0,6,6,34,0,8.8,8.8,2017,10
28,James White,NE,1,2,7,0,3,3,11,1,7.8,7.8,2017,10
29,Lamar Miller,HOU,1,11,60,0,1,1,14,0,7.4,7.4,2017,10
30,Jamaal Williams,GB,1,20,67,0,1,1,7,0,7.4,7.4,2017,10
31,Chris Thompson,WAS,1,9,26,0,7,3,41,0,6.7,6.7,2017,10
32,Frank Gore,IND,1,17,54,0,1,1,7,0,6.1,6.1,2017,10
33,LeSean McCoy,BUF,1,8,49,0,5,3,11,0,6.0,6.0,2017,10
34,Samaje Perine,WAS,1,9,35,0,1,1,25,0,6.0,6.0,2017,10
35,Elijah McGuire,NYJ,1,8,22,0,7,4,36,0,5.8,5.8,2017,10
36,C.J. Anderson,DEN,1,10,54,0,1,1,1,0,5.5,5.5,2017,10
37,Jordan Howard,CHI,1,15,54,0,0,0,0,0,5.4,5.4,2017,10
38,Alfred Morris,DAL,1,11,53,0,0,0,0,0,5.3,5.3,2017,10
39,Derrick Henry,TEN,1,11,52,0,3,0,0,0,5.2,5.2,2017,10
40,Doug Martin,TB,1,20,51,0,2,0,0,0,5.1,5.1,2017,10
41,T.J. Yeldon,JAC,1,3,11,0,8,6,39,0,5.0,5.0,2017,10
42,Giovani Bernard,CIN,1,2,10,0,5,5,38,0,4.8,4.8,2017,10
43,Jerick McKinnon,MIN,1,10,32,0,2,2,15,0,4.7,4.7,2017,10
44,Leonard Fournette,JAC,1,17,33,0,4,2,13,0,4.6,4.6,2017,10
45,J.D. McKissic,SEA,1,5,26,0,5,4,20,0,4.6,4.6,2017,10
46,Melvin Gordon,LAC,1,16,27,0,8,5,15,0,4.2,4.2,2017,10
47,Adrian Peterson,ARI,1,21,29,0,2,1,13,0,4.2,4.2,2017,10
48,Thomas Rawls,SEA,1,10,27,0,2,2,12,0,3.9,3.9,2017,10
49,Damien Williams,MIA,1,9,19,0,3,2,20,0,3.9,3.9,2017,10
50,Jamaal Charles,DEN,1,8,38,0,1,0,0,0,3.8,3.8,2017,10
1,LeSean McCoy,BUF,1,13,114,1,1,1,12,1,24.6,24.6,2017,11
2,Latavius Murray,MIN,1,15,95,2,2,1,1,0,21.6,21.6,2017,11
3,Mark Ingram,NO,1,11,134,1,4,3,21,0,21.5,21.5,2017,11
4,D'Onta Foreman,HOU,1,10,65,2,3,3,15,0,20.0,20.0,2017,11
5,Samaje Perine,WAS,1,23,117,1,2,1,9,0,18.6,18.6,2017,11
6,Jordan Howard,CHI,1,15,125,1,0,0,0,0,18.5,18.5,2017,11
7,Alvin Kamara,NO,1,8,42,0,9,6,74,1,17.6,17.6,2017,11
8,Orleans Darkwa,NYG,1,20,74,1,4,2,16,0,15.0,15.0,2017,11
9,Dion Lewis,NE,1,10,60,0,4,4,28,1,14.8,14.8,2017,11
10,Lamar Miller,HOU,1,22,61,0,5,4,22,1,14.3,14.3,2017,11
11,Melvin Gordon,LAC,1,20,80,1,2,0,0,0,14.0,14.0,2017,11
12,Alex Collins,BAL,1,20,49,1,7,4,22,0,13.1,13.1,2017,11
13,Duke Johnson,CLE,1,2,10,0,6,4,56,1,12.6,12.6,2017,11
14,Tarik Cohen,CHI,1,9,44,1,6,4,15,0,11.9,11.9,2017,11
15,Tevin Coleman,ATL,1,20,43,1,2,1,15,0,11.8,11.8,2017,11
16,Austin Ekeler,LAC,1,6,40,1,2,2,18,0,11.8,11.8,2017,11
17,Leonard Fournette,JAC,1,28,111,0,3,2,7,0,11.8,11.8,2017,11
18,C.J. Anderson,DEN,1,13,37,1,3,2,19,0,11.6,11.6,2017,11
19,Todd Gurley,LAR,1,15,37,1,4,3,19,0,11.6,11.6,2017,11
20,Corey Clement,PHI,1,6,50,1,0,0,0,0,11.0,11.0,2017,11
21,Le'Veon Bell,PIT,1,12,46,0,11,9,57,0,10.3,10.3,2017,11
22,Damien Williams,MIA,1,10,78,0,1,1,24,0,10.2,10.2,2017,11
23,Jay Ajayi,PHI,1,7,91,0,1,1,10,0,10.1,10.1,2017,11
24,Devontae Booker,DEN,1,14,44,0,6,5,54,0,9.8,9.8,2017,11
25,Ameer Abdullah,DET,1,11,22,0,2,2,13,1,9.5,9.5,2017,11
26,Jamaal Williams,GB,1,18,57,0,6,4,38,0,9.5,9.5,2017,11
27,Chris Thompson,WAS,1,4,17,0,1,1,16,1,9.3,9.3,2017,11
28,Alfred Morris,DAL,1,17,91,0,0,0,0,0,9.1,9.1,2017,11
29,Kenjon Barner,PHI,1,1,4,1,1,1,22,0,8.6,8.6,2017,11
30,Kareem Hunt,KC,1,18,73,0,4,3,4,0,7.7,7.7,2017,11
31,Marshawn Lynch,OAK,1,11,67,0,1,1,10,0,7.7,7.7,2017,11
32,Jerick McKinnon,MIN,1,14,48,0,7,5,12,0,6.0,6.0,2017,11
33,Mike Davis,SEA,1,6,18,0,2,2,41,0,5.9,5.9,2017,11
34,LeGarrette Blount,PHI,1,13,57,0,0,0,0,0,5.7,5.7,2017,11
35,Travaris Cadet,BUF,1,3,17,0,6,6,39,0,5.6,5.6,2017,11
36,J.D. McKissic,SEA,1,7,30,0,6,5,23,0,5.3,5.3,2017,11
37,Joe Mixon,CIN,1,20,49,0,2,2,0,0,4.9,4.9,2017,11
38,DeMarco Murray,TEN,1,8,10,0,6,5,37,0,4.7,4.7,2017,11
39,Doug Martin,TB,1,19,38,0,3,2,6,0,4.4,4.4,2017,11
40,Terron Ward,ATL,1,6,31,0,1,1,11,0,4.2,4.2,2017,11
41,Adrian Peterson,ARI,1,14,26,0,1,1,13,0,3.9,3.9,2017,11
42,Theo Riddick,DET,1,9,35,0,2,1,4,0,3.9,3.9,2017,11
43,Rex Burkhead,NE,1,5,16,0,6,4,21,0,3.7,3.7,2017,11
44,Derrick Henry,TEN,1,7,32,0,0,0,0,0,3.2,3.2,2017,11
45,Jalen Richard,OAK,1,4,19,0,3,2,9,0,2.8,2.8,2017,11
46,Charles Sims,TB,1,1,3,0,5,3,25,0,2.8,2.8,2017,11
47,Shane Vereen,NYG,1,2,13,0,3,3,15,0,2.8,2.8,2017,11
48,D.J. Foster,ARI,1,0,0,0,2,2,26,0,2.6,2.6,2017,11
49,Charcandrick West,KC,1,4,15,0,4,4,9,0,2.4,2.4,2017,11
50,Danny Woodhead,BAL,1,1,2,0,6,5,21,0,2.3,2.3,2017,11
1,Alvin Kamara,NO,1,5,87,1,6,6,101,1,30.8,30.8,2017,12
2,Jamaal Williams,GB,1,21,66,1,5,4,69,1,25.5,25.5,2017,12
3,Joe Mixon,CIN,1,23,114,1,3,3,51,0,22.5,22.5,2017,12
4,Tevin Coleman,ATL,1,19,97,2,0,0,0,0,21.7,21.7,2017,12
5,Le'Veon Bell,PIT,1,20,95,0,14,12,88,0,18.3,18.3,2017,12
6,Rex Burkhead,NE,1,13,50,1,2,2,3,1,17.3,17.3,2017,12
7,Marshawn Lynch,OAK,1,26,67,1,3,3,44,0,17.1,17.1,2017,12
8,Latavius Murray,MIN,1,20,84,1,1,0,0,0,14.4,14.4,2017,12
9,Frank Gore,IND,1,17,62,1,5,2,17,0,13.9,13.9,2017,12
10,Samaje Perine,WAS,1,24,100,0,4,3,30,0,13.0,13.0,2017,12
11,Todd Gurley,LAR,1,17,74,0,7,4,54,0,12.8,12.8,2017,12
12,Peyton Barber,TB,1,5,7,2,0,0,0,0,12.7,12.7,2017,12
13,Lamar Miller,HOU,1,17,51,1,3,1,7,0,11.8,11.8,2017,12
14,Alex Collins,BAL,1,16,60,1,2,2,-3,0,11.7,11.7,2017,12
15,Dion Lewis,NE,1,15,112,0,2,1,1,0,11.3,11.3,2017,12
16,Rod Smith,DAL,1,9,41,1,2,2,7,0,10.8,10.8,2017,12
17,Kenyan Drake,MIA,1,9,20,0,4,3,27,1,10.7,10.7,2017,12
18,Isaiah Crowell,CLE,1,16,95,0,2,1,10,0,10.5,10.5,2017,12
19,DeMarco Murray,TEN,1,12,9,1,4,3,33,0,10.2,10.2,2017,12
20,Adrian Peterson,ARI,1,20,79,0,5,4,20,0,9.9,9.9,2017,12
21,LeGarrette Blount,PHI,1,15,97,0,0,0,0,0,9.7,9.7,2017,12
22,Christian McCaffrey,CAR,1,7,62,0,5,2,35,0,9.7,9.7,2017,12
23,Jalen Richard,OAK,1,2,17,0,2,2,13,1,9.0,9.0,2017,12
24,Derrick Henry,TEN,1,13,79,0,2,1,10,0,8.9,8.9,2017,12
25,Melvin Gordon,LAC,1,21,65,0,3,3,23,0,8.8,8.8,2017,12
26,Jonathan Stewart,CAR,1,15,26,1,0,0,0,0,8.6,8.6,2017,12
27,LeSean McCoy,BUF,1,22,49,0,4,4,30,0,7.9,7.9,2017,12
28,Javorius Allen,BAL,1,5,15,1,1,1,2,0,7.7,7.7,2017,12
29,Austin Ekeler,LAC,1,6,15,0,3,3,55,0,7.0,7.0,2017,12
30,Carlos Hyde,SF,1,16,47,0,13,7,21,0,6.8,6.8,2017,12
31,Duke Johnson,CLE,1,6,35,0,5,4,32,0,6.7,6.7,2017,12
32,Eddie Lacy,SEA,1,17,46,0,3,3,15,0,6.1,6.1,2017,12
33,Jerick McKinnon,MIN,1,13,23,0,3,1,31,0,5.4,5.4,2017,12
34,Damien Williams,MIA,1,8,38,0,5,3,14,0,5.2,5.2,2017,12
35,T.J. Yeldon,JAC,1,3,10,0,6,5,42,0,5.2,5.2,2017,12
36,Travaris Cadet,BUF,1,6,28,0,3,3,21,0,4.9,4.9,2017,12
37,Alfred Morris,DAL,1,9,36,0,1,1,13,0,4.9,4.9,2017,12
38,J.D. McKissic,SEA,1,4,22,0,7,4,24,0,4.6,4.6,2017,12
39,Bilal Powell,NYJ,1,9,34,0,1,1,12,0,4.6,4.6,2017,12
40,DeAndre Washington,OAK,1,6,23,0,3,3,23,0,4.6,4.6,2017,12
41,Danny Woodhead,BAL,1,4,22,0,4,4,23,0,4.5,4.5,2017,12
42,Ameer Abdullah,DET,1,6,14,0,5,3,29,0,4.3,4.3,2017,12
43,Wayne Gallman,NYG,1,9,37,0,2,2,6,0,4.3,4.3,2017,12
44,Leonard Fournette,JAC,1,12,25,0,3,3,17,0,4.2,4.2,2017,12
45,Corey Clement,PHI,1,4,27,0,1,1,12,0,3.9,3.9,2017,12
46,Orleans Darkwa,NYG,1,11,30,0,1,1,9,0,3.9,3.9,2017,12
47,Jacquizz Rodgers,TB,1,8,31,0,2,1,6,0,3.7,3.7,2017,12
48,Mark Ingram,NO,1,11,31,0,3,2,5,0,3.6,3.6,2017,12
49,Elijah McGuire,NYJ,1,5,21,0,1,1,13,0,3.4,3.4,2017,12
50,Jay Ajayi,PHI,1,5,26,0,2,1,7,0,3.3,3.3,2017,12
1,Alvin Kamara,NO,1,9,60,2,6,5,66,0,24.6,24.6,2017,13
2,Le'Veon Bell,PIT,1,18,76,0,6,5,106,1,24.2,24.2,2017,13
3,Rex Burkhead,NE,1,12,78,2,4,3,25,0,22.3,22.3,2017,13
4,Alex Collins,BAL,1,15,75,2,2,2,23,0,21.8,21.8,2017,13
5,Kenyan Drake,MIA,1,23,120,1,5,3,21,0,20.1,20.1,2017,13
6,Alfred Morris,DAL,1,27,127,1,1,0,0,0,18.7,18.7,2017,13
7,Jamaal Williams,GB,1,21,113,1,3,2,10,0,18.3,18.3,2017,13
8,Mark Ingram,NO,1,14,85,1,7,6,37,0,18.2,18.2,2017,13
9,Marshawn Lynch,OAK,1,17,101,1,3,2,20,0,18.1,18.1,2017,13
10,Derrick Henry,TEN,1,11,109,1,0,0,0,0,16.9,16.9,2017,13
11,Todd Gurley,LAR,1,19,74,0,7,6,84,0,15.8,15.8,2017,13
12,Matt Forte,NYJ,1,15,58,0,3,3,33,1,15.1,15.1,2017,13
13,Peyton Barber,TB,1,23,102,0,4,4,41,0,14.3,14.3,2017,13
14,Leonard Fournette,JAC,1,20,57,1,4,3,22,0,13.9,13.9,2017,13
15,Theo Riddick,DET,1,9,21,1,5,5,41,0,12.2,12.2,2017,13
16,Jerick McKinnon,MIN,1,9,24,0,5,5,28,1,11.2,11.2,2017,13
17,Tion Green,DET,1,11,51,1,0,0,0,0,11.1,11.1,2017,13
18,C.J. Anderson,DEN,1,15,67,0,7,4,43,0,11.0,11.0,2017,13
19,Bilal Powell,NYJ,1,18,48,1,3,2,2,0,11.0,11.0,2017,13
20,Christian McCaffrey,CAR,1,6,16,0,6,5,33,1,10.9,10.9,2017,13
21,Melvin Gordon,LAC,1,19,77,0,4,4,29,0,10.6,10.6,2017,13
22,Jonathan Stewart,CAR,1,11,45,1,1,0,0,0,10.5,10.5,2017,13
23,LeSean McCoy,BUF,1,15,93,0,5,2,9,0,10.2,10.2,2017,13
24,Mike Davis,SEA,1,16,64,0,4,4,37,0,10.1,10.1,2017,13
25,Latavius Murray,MIN,1,16,76,0,3,3,21,0,9.7,9.7,2017,13
26,Kerwynn Williams,ARI,1,16,97,0,0,0,0,0,9.7,9.7,2017,13
27,Giovani Bernard,CIN,1,13,77,0,3,2,19,0,9.6,9.6,2017,13
28,Lamar Miller,HOU,1,15,56,0,4,4,38,0,9.4,9.4,2017,13
29,Dion Lewis,NE,1,15,92,0,0,0,0,0,9.2,9.2,2017,13
30,Orleans Darkwa,NYG,1,14,32,1,1,1,-1,0,9.1,9.1,2017,13
31,Rod Smith,DAL,1,10,27,1,1,0,0,0,8.7,8.7,2017,13
32,Devonta Freeman,ATL,1,12,74,0,2,1,7,0,8.1,8.1,2017,13
33,Aaron Jones,GB,1,1,20,1,0,0,0,0,8.0,8.0,2017,13
34,DeMarco Murray,TEN,1,11,66,0,2,2,13,0,7.9,7.9,2017,13
35,DeAndre Washington,OAK,1,6,16,1,0,0,0,0,7.6,7.6,2017,13
36,J.D. McKissic,SEA,1,1,-1,0,3,1,15,1,7.4,7.4,2017,13
37,Samaje Perine,WAS,1,12,38,0,3,3,31,0,6.9,6.9,2017,13
38,Carlos Hyde,SF,1,17,54,0,5,3,12,0,6.6,6.6,2017,13
39,Elijhaa Penny,ARI,1,2,4,1,0,0,0,0,6.4,6.4,2017,13
40,Kareem Hunt,KC,1,9,40,0,5,3,23,0,6.3,6.3,2017,13
41,Frank Gore,IND,1,13,61,0,0,0,0,0,6.1,6.1,2017,13
42,Marlon Mack,IND,1,6,46,0,2,1,8,0,5.4,5.4,2017,13
43,Andre Ellington,HOU,1,2,-4,0,6,5,56,0,5.2,5.2,2017,13
44,Jamaal Charles,DEN,1,3,12,0,5,5,39,0,5.1,5.1,2017,13
45,Charles Sims,TB,1,3,16,0,2,2,35,0,5.1,5.1,2017,13
46,James White,NE,1,5,18,0,6,4,32,0,5.0,5.0,2017,13
47,Matt Breida,SF,1,12,45,0,1,1,4,0,4.9,4.9,2017,13
48,Tevin Coleman,ATL,1,8,22,0,6,3,27,0,4.9,4.9,2017,13
49,Jay Ajayi,PHI,1,9,35,0,4,3,11,0,4.6,4.6,2017,13
50,Tarik Cohen,CHI,1,2,5,0,4,4,39,0,4.4,4.4,2017,13
1,Le'Veon Bell,PIT,1,13,48,2,10,9,77,1,30.5,30.5,2017,14
2,Jonathan Stewart,CAR,1,16,103,3,1,0,0,0,28.3,28.3,2017,14
3,Rod Smith,DAL,1,6,47,1,5,5,113,1,28.0,28.0,2017,14
4,Jordan Howard,CHI,1,23,147,2,2,1,8,0,27.5,27.5,2017,14
5,Todd Gurley,LAR,1,13,96,2,5,3,39,0,25.5,25.5,2017,14
6,Jamaal Williams,GB,1,15,49,1,7,7,69,1,23.8,23.8,2017,14
7,Alex Collins,BAL,1,18,120,1,2,2,46,0,22.6,22.6,2017,14
8,LeSean McCoy,BUF,1,32,156,1,0,0,0,0,21.6,21.6,2017,14
9,Theo Riddick,DET,1,10,29,2,10,6,64,0,21.3,21.3,2017,14
10,Kareem Hunt,KC,1,25,116,1,3,3,22,0,19.8,19.8,2017,14
11,Kenyan Drake,MIA,1,25,114,0,6,5,79,0,19.3,19.3,2017,14
12,Leonard Fournette,JAC,1,24,101,1,6,4,18,0,17.9,17.9,2017,14
13,Javorius Allen,BAL,1,6,25,2,2,2,32,0,17.7,17.7,2017,14
14,Devonta Freeman,ATL,1,24,91,1,0,0,0,0,15.1,15.1,2017,14
15,Melvin Gordon,LAC,1,22,78,1,3,1,5,0,14.3,14.3,2017,14
16,Frank Gore,IND,1,36,130,0,1,1,10,0,14.0,14.0,2017,14
17,Carlos Hyde,SF,1,14,78,1,1,0,0,0,13.8,13.8,2017,14
18,Isaiah Crowell,CLE,1,19,121,0,3,3,10,0,13.1,13.1,2017,14
19,Giovani Bernard,CIN,1,11,62,0,8,6,68,0,13.0,13.0,2017,14
20,Marshawn Lynch,OAK,1,7,61,1,2,1,3,0,12.4,12.4,2017,14
21,Rex Burkhead,NE,1,5,8,1,5,5,45,0,11.3,11.3,2017,14
22,Doug Martin,TB,1,10,26,1,3,2,24,0,11.0,11.0,2017,14
23,Duke Johnson,CLE,1,6,8,0,4,4,41,1,10.9,10.9,2017,14
24,Wayne Gallman,NYG,1,12,59,0,9,7,40,0,9.9,9.9,2017,14
25,Mark Ingram,NO,1,12,49,0,5,4,43,0,9.2,9.2,2017,14
26,Kerwynn Williams,ARI,1,20,73,0,1,1,15,0,8.8,8.8,2017,14
27,Tarik Cohen,CHI,1,12,80,0,2,2,5,0,8.5,8.5,2017,14
28,Alfred Morris,DAL,1,19,62,0,3,3,23,0,8.5,8.5,2017,14
29,Charcandrick West,KC,1,3,25,1,2,0,0,0,8.5,8.5,2017,14
30,Jay Ajayi,PHI,1,15,78,0,2,1,2,0,8.0,8.0,2017,14
31,Derrick Henry,TEN,1,8,20,1,0,0,0,0,8.0,8.0,2017,14
32,C.J. Anderson,DEN,1,22,48,0,2,2,25,0,7.3,7.3,2017,14
33,James White,NE,1,0,0,0,4,3,11,1,7.1,7.1,2017,14
34,Dion Lewis,NE,1,5,17,0,5,5,50,0,6.7,6.7,2017,14
35,Mike Davis,SEA,1,15,66,0,2,1,-1,0,6.5,6.5,2017,14
36,Kyle Juszczyk,SF,1,0,0,0,4,3,64,0,6.4,6.4,2017,14
37,Peyton Barber,TB,1,12,58,0,1,1,5,0,6.3,6.3,2017,14
38,Andy Janovich,DEN,1,1,1,1,0,0,0,0,6.1,6.1,2017,14
39,Roosevelt Nix,PIT,1,0,0,0,1,1,1,1,6.1,6.1,2017,14
40,Lamar Miller,HOU,1,17,53,0,2,2,7,0,6.0,6.0,2017,14
41,Jerick McKinnon,MIN,1,7,46,0,3,2,9,0,5.5,5.5,2017,14
42,Christian McCaffrey,CAR,1,8,35,0,4,3,18,0,5.3,5.3,2017,14
43,Corey Clement,PHI,1,6,24,0,3,1,28,0,5.2,5.2,2017,14
44,Samaje Perine,WAS,1,17,45,0,4,4,7,0,5.2,5.2,2017,14
45,Austin Ekeler,LAC,1,4,49,0,3,0,0,0,4.9,4.9,2017,14
46,Chris Ivory,JAC,1,6,48,0,0,0,0,0,4.8,4.8,2017,14
47,DeMarco Murray,TEN,1,11,34,0,3,2,13,0,4.7,4.7,2017,14
48,Shane Vereen,NYG,1,6,23,0,4,3,24,0,4.7,4.7,2017,14
49,Orleans Darkwa,NYG,1,10,29,0,3,2,15,0,4.4,4.4,2017,14
50,Marlon Mack,IND,1,7,23,0,3,2,21,0,4.4,4.4,2017,14
1,Todd Gurley,LAR,1,21,152,3,3,3,28,1,42.0,42.0,2017,15
2,Kareem Hunt,KC,1,24,155,1,9,7,51,1,32.6,32.6,2017,15
3,Mark Ingram,NO,1,12,74,2,6,5,77,0,27.1,27.1,2017,15
4,Devonta Freeman,ATL,1,22,126,1,7,5,68,0,25.4,25.4,2017,15
5,Melvin Gordon,LAC,1,19,78,1,8,6,91,0,22.9,22.9,2017,15
6,Le'Veon Bell,PIT,1,24,117,1,6,5,48,0,22.5,22.5,2017,15
7,LeSean McCoy,BUF,1,20,50,1,5,4,46,1,21.6,21.6,2017,15
8,Christian McCaffrey,CAR,1,12,63,0,7,6,73,1,19.6,19.6,2017,15
9,Kenyan Drake,MIA,1,16,78,1,11,6,35,0,17.3,17.3,2017,15
10,Latavius Murray,MIN,1,20,76,1,1,1,28,0,16.4,16.4,2017,15
11,C.J. Anderson,DEN,1,30,158,0,1,0,0,0,15.8,15.8,2017,15
12,Alvin Kamara,NO,1,12,44,0,7,6,45,1,14.9,14.9,2017,15
13,Dion Lewis,NE,1,13,67,1,2,1,13,0,14.0,14.0,2017,15
14,Jerick McKinnon,MIN,1,9,24,0,8,7,114,0,13.8,13.8,2017,15
15,Elijah McGuire,NYJ,1,4,24,0,3,3,48,1,13.2,13.2,2017,15
16,Corey Grant,JAC,1,10,69,1,0,0,0,0,12.9,12.9,2017,15
17,Duke Johnson,CLE,1,7,23,1,7,5,40,0,12.3,12.3,2017,15
18,Tommy Bohanon,JAC,1,2,2,2,0,0,0,0,12.2,12.2,2017,15
19,Kapri Bibbs,WAS,1,2,6,0,4,4,47,1,11.3,11.3,2017,15
20,Bilal Powell,NYJ,1,13,44,1,1,0,0,0,10.4,10.4,2017,15
21,Giovani Bernard,CIN,1,14,30,1,5,3,13,0,10.3,10.3,2017,15
22,Rod Smith,DAL,1,7,13,1,3,3,21,0,9.4,9.4,2017,15
23,Benny Cunningham,CHI,1,0,0,0,5,4,33,1,9.3,9.3,2017,15
24,Marshawn Lynch,OAK,1,16,76,0,4,3,16,0,9.2,9.2,2017,15
25,Jay Ajayi,PHI,1,12,49,0,2,2,40,0,8.9,8.9,2017,15
26,Wayne Gallman,NYG,1,8,39,0,7,6,40,0,7.9,7.9,2017,15
27,Rex Burkhead,NE,1,4,12,1,1,1,5,0,7.7,7.7,2017,15
28,Orleans Darkwa,NYG,1,9,7,1,3,1,9,0,7.6,7.6,2017,15
29,Javorius Allen,BAL,1,13,70,0,3,1,4,0,7.4,7.4,2017,15
30,Peyton Barber,TB,1,13,53,0,3,3,15,0,6.8,6.8,2017,15
31,Frank Gore,IND,1,10,31,0,4,3,37,0,6.8,6.8,2017,15
32,Samaje Perine,WAS,1,14,37,0,2,2,29,0,6.6,6.6,2017,15
33,Isaiah Crowell,CLE,1,5,72,0,5,4,-7,0,6.5,6.5,2017,15
34,Jordan Howard,CHI,1,10,37,0,4,4,26,0,6.3,6.3,2017,15
35,DeMarco Murray,TEN,1,18,59,0,1,1,4,0,6.3,6.3,2017,15
36,Alfred Morris,DAL,1,16,61,0,2,2,0,0,6.1,6.1,2017,15
37,Theo Riddick,DET,1,8,49,0,3,3,12,0,6.1,6.1,2017,15
38,Kerwynn Williams,ARI,1,17,61,0,1,0,0,0,6.1,6.1,2017,15
39,J.D. McKissic,SEA,1,6,20,0,4,3,38,0,5.8,5.8,2017,15
40,Alfred Blue,HOU,1,12,55,0,1,0,0,0,5.5,5.5,2017,15
41,Aaron Jones,GB,1,3,47,0,2,1,6,0,5.3,5.3,2017,15
42,Alex Collins,BAL,1,12,19,0,8,5,33,0,5.2,5.2,2017,15
43,T.J. Yeldon,JAC,1,7,27,0,5,4,25,0,5.2,5.2,2017,15
44,Devontae Booker,DEN,1,11,39,0,1,1,10,0,4.9,4.9,2017,15
45,Malcolm Brown,LAR,1,10,45,0,1,0,0,0,4.5,4.5,2017,15
46,Elijhaa Penny,ARI,1,10,45,0,1,0,0,0,4.5,4.5,2017,15
47,Chris Ivory,JAC,1,17,42,0,0,0,0,0,4.2,4.2,2017,15
48,Mike Davis,SEA,1,6,19,0,2,2,20,0,3.9,3.9,2017,15
49,Carlos Hyde,SF,1,16,25,0,2,2,14,0,3.9,3.9,2017,15
50,Travaris Cadet,BUF,1,4,24,0,1,1,14,0,3.8,3.8,2017,15
1,Todd Gurley,LAR,1,22,118,0,13,10,158,2,39.6,39.6,2017,16
2,Dion Lewis,NE,1,24,129,1,5,5,24,1,27.3,27.3,2017,16
3,Giovani Bernard,CIN,1,23,116,1,7,7,52,0,22.8,22.8,2017,16
4,Bilal Powell,NYJ,1,19,145,1,1,0,0,0,20.5,20.5,2017,16
5,C.J. Anderson,DEN,1,16,88,1,9,7,45,0,19.3,19.3,2017,16
6,Melvin Gordon,LAC,1,19,81,1,3,3,47,0,18.8,18.8,2017,16
7,Kareem Hunt,KC,1,29,91,1,4,4,15,0,16.6,16.6,2017,16
8,Jordan Howard,CHI,1,22,44,2,0,0,0,0,16.4,16.4,2017,16
9,Le'Veon Bell,PIT,1,14,69,1,8,5,28,0,15.7,15.7,2017,16
10,LeSean McCoy,BUF,1,17,71,0,7,5,76,0,14.7,14.7,2017,16
