,name,injury,status,position,season,week
274,"Jones, Taiwan",knee,Probable,RB,2015,15
289,"Winston, Glenn",concussion,Out,RB,2015,15
298,"Lynch, Marshawn",abdomen,Out,RB,2015,15
299,"McCoy, Anthony","knee, ankle",Out,TE,2015,15
301,"Willson, Luke",rib,Probable,TE,2015,15
302,"Anderson, C.J.",ankle,Questionable,RB,2015,15
304,"Daniels, Owen",knee,Probable,TE,2015,15
307,"Hillman, Ronnie",foot,Probable,RB,2015,15
319,"Bell, Le'Veon",right knee,Day-to-Day,RB,2015,15
322,"Green, Ladarius",ankle,Questionable,TE,2015,15
325,"Miller, Heath",rib,Probable,TE,2015,15
330,"Spaeth, Matt",knee,Probable,TE,2015,15
332,"Williams, DeAngelo",illness,Probable,RB,2015,15
333,"Ajayi, Jay",cracked rib,Day-to-Day,RB,2015,15
337,"Cameron, Jordan",groin,Day-to-Day,TE,2015,15
346,"Williams, Damien",back,Probable,RB,2015,15
365,"Eifert, Tyler",concussion,Out,TE,2015,15
366,"Fisher, Jake",concussion,Out,TE,2015,15
380,"Draughn, Shaun",knee,Day-to-Day,RB,2015,15
381,"Gaskins, Kendall",concussion,Probable,RB,2015,15
385,"McDonald, Vance",concussion,Probable,TE,2015,15
396,"Ellington, Andre",toe,Questionable,RB,2015,15
397,"Fells, Darren",shoulder,Day-to-Day,TE,2015,15
401,"Gresham, Jermaine",knee,Questionable,TE,2015,15
403,"Johnson, Chris",fractured left tibia,Injured Reserve (DFR),RB,2015,15
406,"Momah, Ifeanyi",knee,Day-to-Day,TE,2015,15
422,"Mathews, Ryan",concussion,Day-to-Day,RB,2015,15
425,"Bell, Joique",ankle,Day-to-Day,RB,2015,15
427,"Ebron, Eric",illness,Questionable,TE,2015,15
17,"Davis, Vernon",knee,Day-to-Day,TE,2015,16
26,"Jones, Matt",hip,Questionable,RB,2015,16
31,"Reed, Jordan",shoulder,Probable,TE,2015,16
33,"Thompson, Chris",shoulder,Probable,RB,2015,16
38,"Mathews, Ryan",concussion,Day-to-Day,RB,2015,16
54,"Stewart, Jonathan",foot,Out,RB,2015,16
57,"Coleman, Tevin",concussion,Out,RB,2015,16
58,"Freeman, Devonta",concussion,Day-to-Day,RB,2015,16
64,"Tamme, Jacob",concussion,Day-to-Day,TE,2015,16
70,"Escobar, Gavin",Achilles,Out,TE,2015,16
78,"Witten, Jason",chest,Probable,TE,2015,16
79,"Clay, Charles",back,Out,TE,2015,16
81,"Dixon, Boobie",knee,Probable,RB,2015,16
83,"McCoy, LeSean",knee,Out,RB,2015,16
89,"Williams, Karlos",shoulder,Probable,RB,2015,16
97,"Draughn, Shaun",knee,Out,RB,2015,16
107,"Bell, Joique",ankle,Day-to-Day,RB,2015,16
112,"Ebron, Eric",knee,Day-to-Day,TE,2015,16
123,"Crowell, Isaiah",not injury related,Probable,RB,2015,16
129,"Johnson Jr., Duke",hamstring,Questionable,RB,2015,16
135,"Winston, Glenn",concussion,Out,RB,2015,16
141,"Kelce, Travis",groin,Probable,TE,2015,16
145,"Ware, Spencer",rib,Probable,RB,2015,16
146,"West, Charcandrick",hamstring,Day-to-Day,RB,2015,16
147,"Allen, Dwayne",ankle,Day-to-Day,TE,2015,16
150,"Doyle, Jack",toe,Probable,TE,2015,16
153,"Herron, Daniel",shoulder,Day-to-Day,RB,2015,16
160,"Ajayi, Jay",cracked rib,Day-to-Day,RB,2015,16
164,"Cameron, Jordan",groin,Day-to-Day,TE,2015,16
173,"Stoneburner, Jake",foot,Probable,TE,2015,16
177,"Chandler, Scott",knee,Questionable,TE,2015,16
183,"Gronkowski, Rob",right knee,Day-to-Day,TE,2015,16
191,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,16
194,"Davis, Kellen",back,Probable,TE,2015,16
198,"Forte, Matt",right knee,Day-to-Day,RB,2015,16
207,"Powell, Bilal",ankle,Day-to-Day,RB,2015,16
230,"Seferian-Jenkins, Austin",shoulder,Day-to-Day,TE,2015,16
233,"Blue, Alfred",back,Probable,RB,2015,16
238,"Foster, Arian",torn right Achilles,Day-to-Day,RB,2015,16
239,"Griffin, Ryan",Achilles,Probable,TE,2015,16
243,"Miller, Lamar","quadricep, ankle",Probable,RB,2015,16
245,"Polk, Chris",knee,Probable,RB,2015,16
249,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,16
256,"Murray, DeMarco",hamstring,Day-to-Day,RB,2015,16
258,"Walker, Delanie",hamstring,Probable,TE,2015,16
261,"Bell, Le'Veon",right knee,Day-to-Day,RB,2015,16
263,"Green, Ladarius",concussion,Day-to-Day,TE,2015,16
265,"Miller, Heath",rib,Day-to-Day,TE,2015,16
270,"Spaeth, Matt",knee,Probable,TE,2015,16
275,"Forsett, Justin",broken right arm,Day-to-Day,RB,2015,16
279,"Pitta, Dennis",hip,Day-to-Day,TE,2015,16
286,"Watson, Benjamin",knee,Questionable,TE,2015,16
297,"Ivory, Chris",groin,Day-to-Day,RB,2015,16
298,"Jacobs, Nic",hamstring,Probable,TE,2015,16
304,"Robinson, Denard",foot,Probable,RB,2015,16
307,"Thomas, Julius",left index finger,Day-to-Day,TE,2015,16
309,"Yeldon, T.J.",knee,Doubtful,RB,2015,16
323,"Lacy, Eddie",rib,Probable,RB,2015,16
328,"Perillo, Justin",hamstring,Questionable,TE,2015,16
329,"Quarless, Andrew",sprained MCL,Injured Reserve (DFR),TE,2015,16
334,"Ellington, Andre",toe,Questionable,RB,2015,16
335,"Fells, Darren",shoulder,Day-to-Day,TE,2015,16
337,"Gresham, Jermaine",knee,Probable,TE,2015,16
339,"Johnson, Chris",fractured left tibia,Injured Reserve (DFR),RB,2015,16
341,"Momah, Ifeanyi",knee,Day-to-Day,TE,2015,16
352,"Gurley, Todd",knee,Day-to-Day,RB,2015,16
357,"Mason, Tre",hamstring,Day-to-Day,RB,2015,16
370,"Lynch, Marshawn",abdomen,Out,RB,2015,16
374,"Darkwa, Orleans",illness,Probable,RB,2015,16
389,"Ellison, Rhett",ankle,Probable,TE,2015,16
394,"McKinnon, Jerick",hamstring,Probable,RB,2015,16
395,"Peterson, Adrian","ankle, shoulder",Probable,RB,2015,16
400,"Eifert, Tyler",concussion,Out,TE,2015,16
401,"Fisher, Jake",concussion,Probable,TE,2015,16
404,"Anderson, C.J.","back, ankle",Probable,RB,2015,16
406,"Daniels, Owen",knee,Probable,TE,2015,16
5,"Hill, Josh",concussion,Probable,TE,2015,17
12,"Coleman, Tevin",concussion,Out,RB,2015,17
14,"Freeman, Devonta",knee,Probable,RB,2015,17
18,"Tamme, Jacob",concussion,Day-to-Day,TE,2015,17
22,"Amaro, Jace",torn labrum,Day-to-Day,TE,2015,17
24,"Davis, Kellen",foot,Questionable,TE,2015,17
28,"Forte, Matt",back,Questionable,RB,2015,17
37,"Powell, Bilal",ankle,Questionable,RB,2015,17
46,"McCoy, LeSean",knee,Out,RB,2015,17
53,"Williams, Karlos",left shoulder,Day-to-Day,RB,2015,17
54,"Abdullah, Ameer",shoulder,Questionable,RB,2015,17
55,"Bell, Joique",ankle,Day-to-Day,RB,2015,17
58,"Ebron, Eric",knee,Day-to-Day,TE,2015,17
75,"Miller, Zach",toe,Questionable,TE,2015,17
84,"Forsett, Justin",broken right arm,Day-to-Day,RB,2015,17
85,"Juszczyk, Kyle",illness,Probable,RB,2015,17
89,"Pitta, Dennis",hip,Day-to-Day,TE,2015,17
97,"Eifert, Tyler",concussion,Probable,TE,2015,17
98,"Hewitt, Ryan",knee,Out,TE,2015,17
103,"Bell, Le'Veon",right knee,Day-to-Day,RB,2015,17
108,"Miller, Heath",not injury related,Probable,TE,2015,17
113,"Spaeth, Matt",not injury related,Probable,TE,2015,17
115,"Williams, DeAngelo",right ankle,Day-to-Day,RB,2015,17
125,"Mostert, Raheem",ankle,Questionable,RB,2015,17
130,"Winston, Glenn",concussion,Out,RB,2015,17
133,"Davis, Vernon",knee,Day-to-Day,TE,2015,17
141,"Jones, Matt",hip,Doubtful,RB,2015,17
146,"Reed, Jordan",concussion,Day-to-Day,TE,2015,17
148,"Thomas, Pierre",knee,Questionable,RB,2015,17
149,"Thompson, Chris",shoulder,Probable,RB,2015,17
162,"Witten, Jason",chest,Probable,TE,2015,17
169,"Ivory, Chris",knee,Probable,RB,2015,17
179,"Robinson, Denard",left knee,Day-to-Day,RB,2015,17
181,"Thomas, Julius",left index finger,Day-to-Day,TE,2015,17
182,"Yeldon, T.J.",knee,Out,RB,2015,17
184,"Blue, Alfred",calf,Probable,RB,2015,17
190,"Foster, Arian",torn right Achilles,Day-to-Day,RB,2015,17
191,"Griffin, Ryan",Achilles,Probable,TE,2015,17
196,"Miller, Lamar",ankle,Day-to-Day,RB,2015,17
201,"Polk, Chris",knee,Probable,RB,2015,17
206,"Cobb, David",calf,Injured Reserve (DFR),RB,2015,17
207,"Fowler, Jalston",toe,Probable,RB,2015,17
214,"Murray, DeMarco",hamstring,Day-to-Day,RB,2015,17
215,"Walker, Delanie",hand,Day-to-Day,TE,2015,17
223,"Doyle, Jack",toe,Probable,TE,2015,17
226,"Herron, Daniel",shoulder,Day-to-Day,RB,2015,17
235,"Chandler, Scott",knee,Questionable,TE,2015,17
240,"Gronkowski, Rob",right knee,Day-to-Day,TE,2015,17
254,"Ajayi, Jay",cracked rib,Day-to-Day,RB,2015,17
258,"Cameron, Jordan",groin,Day-to-Day,TE,2015,17
278,"Mathews, Ryan",concussion,Day-to-Day,RB,2015,17
299,"Lane, Jorvorskie",illness,Probable,RB,2015,17
301,"Seferian-Jenkins, Austin",shoulder,Day-to-Day,TE,2015,17
315,"Stewart, Jonathan",foot,Out,RB,2015,17
316,"Whittaker, Fozzy",ankle,Out,RB,2015,17
328,"Kelce, Travis",groin,Probable,TE,2015,17
331,"Ware, Spencer",rib,Probable,RB,2015,17
332,"West, Charcandrick",hamstring,Day-to-Day,RB,2015,17
342,"Lynch, Marshawn",abdomen,Out,RB,2015,17
344,"Willson, Luke",concussion,Out,TE,2015,17
345,"Ellington, Andre",toe,Probable,RB,2015,17
346,"Fells, Darren",shoulder,Day-to-Day,TE,2015,17
353,"Johnson, Chris",fractured left tibia,Injured Reserve (DFR),RB,2015,17
355,"Leach, Mike",back,Probable,TE,2015,17
357,"Momah, Ifeanyi",knee,Day-to-Day,TE,2015,17
365,"Taylor, Stepfan",shoulder,Probable,RB,2015,17
382,"Anderson, C.J.",back,Probable,RB,2015,17
384,"Daniels, Owen","knees, shoulder",Probable,TE,2015,17
401,"Gurley, Todd",foot,Doubtful,RB,2015,17
404,"Mason, Tre",hamstring,Day-to-Day,RB,2015,17
418,"Miller, Bruce",foot,Probable,RB,2015,17
434,"Peterson, Adrian","ankle, shoulder",Probable,RB,2015,17
445,"Lacy, Eddie",rib,Probable,RB,2015,17
451,"Perillo, Justin",hamstring,Out,TE,2015,17
453,"Quarless, Andrew",sprained MCL,Injured Reserve (DFR),TE,2015,17
